id,method,video_type,video_class,audio_class,overall_class,race,gender,path,fps,frame_count,width,height,duration,has_audio,audio_channels,sample_rate,audio_duration
id03656,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03656\00052_1.mp4,25.0,235,224,224,9.4,True,1,16000,9.4
id03656,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03656\00052_3.mp4,25.0,208,224,224,8.32,True,1,16000,8.32
id03658,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03658\00077_id00371_t20i0HtPwW0_faceswap.mp4,25.0,181,224,224,7.24,True,1,16000,7.24
id03713,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03713\00249_id02617_4EZjRXC4fLk_faceswap.mp4,25.0,107,224,224,4.28,True,1,16000,4.28
id03747,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03747\00273_0.mp4,25.0,127,224,224,5.08,True,1,16000,5.08
id03747,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03747\00273_id02824_glBy_mYcXZw_faceswap.mp4,25.0,330,224,224,13.2,True,1,16000,13.2
id04055,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04055\00001_id05252_CMxIX3absYM_faceswap.mp4,25.0,104,224,224,4.16,True,1,16000,4.16
id04374,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04374\00032_id04689_0YqK1ksKjLg_faceswap.mp4,25.0,161,224,224,6.44,True,1,16000,6.44
id04376,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04376\00181_id04437_2csrqaF55pk_faceswap.mp4,25.0,125,224,224,5.0,True,1,16000,5.0
id04540,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04540\00078_0.mp4,25.0,210,224,224,8.4,True,1,16000,8.4
id04689,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04689\00005_id04374_SWltOOZmlWM_faceswap.mp4,25.0,183,224,224,7.32,True,1,16000,7.32
id04705,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04705\00408_id05252_CMxIX3absYM_faceswap.mp4,25.0,217,224,224,8.68,True,1,16000,8.68
id04736,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04736\00083_0.mp4,25.0,104,224,224,4.16,True,1,16000,4.16
id04736,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04736\00083_id05235_ASy8lP3SRtw_faceswap.mp4,25.0,168,224,224,6.72,True,1,16000,6.72
id04820,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04820\00015_id02948__ZEDGNWjuFE_faceswap.mp4,25.0,116,224,224,4.64,True,1,16000,4.64
id04939,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04939\00174_id02586_dEYzYDsbAeo_faceswap.mp4,25.0,131,224,224,5.24,True,1,16000,5.24
id05106,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05106\00078_id04820_64ybrA1atlM_faceswap.mp4,25.0,103,224,224,4.12,True,1,16000,4.12
id05231,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05231\00149_id01178_6XpgYMiKxhc_faceswap.mp4,25.0,125,224,224,5.0,True,1,16000,5.0
id05235,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05235\00052_id01907_LBcRkuRq0uY_faceswap.mp4,25.0,143,224,224,5.72,True,1,16000,5.72
id05251,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05251\00033_id01178_6XpgYMiKxhc_faceswap.mp4,25.0,100,224,224,4.0,True,1,16000,4.0
id05252,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05252\00052_0.mp4,25.0,160,224,224,6.4,True,1,16000,6.4
id05252,faceswap,FVRA,1,0,1,African,women,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05252\00052_id01178_6XpgYMiKxhc_faceswap.mp4,25.0,138,224,224,5.52,True,1,16000,5.52
id00018,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00018\00181_0.mp4,25.0,134,224,224,5.36,True,1,16000,5.36
id00018,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00018\00181_id01201_Q8XWfmNiWYA_faceswap.mp4,25.0,121,224,224,4.84,True,1,16000,4.84
id00020,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00020\00206_0.mp4,25.0,331,224,224,13.24,True,1,16000,13.24
id00020,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00020\00206_id01182_zca-PHR_U40_faceswap.mp4,25.0,275,224,224,11.0,True,1,16000,11.0
id00021,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00021\00010_id00088_6WIDWxr8vuU_faceswap.mp4,25.0,117,224,224,4.68,True,1,16000,4.68
id00029,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00029\00288_id04216_uDwxIsHkBIM_faceswap.mp4,25.0,233,224,224,9.32,True,1,16000,9.32
id00049,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00049\00118_id00775_yeCUxHgUHxc_faceswap.mp4,25.0,164,224,224,6.56,True,1,16000,6.56
id00052,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00052\00015_0.mp4,25.0,115,224,224,4.6,True,1,16000,4.6
id00052,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00052\00015_1.mp4,25.0,119,224,224,4.76,True,1,16000,4.76
id00060,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00060\00307_id00529_xtx2GeQN-DQ_faceswap.mp4,25.0,151,224,224,6.04,True,1,16000,6.04
id00062,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00062\00278_id04221_5XfsCrxGvj4_faceswap.mp4,25.0,306,224,224,12.24,True,1,16000,12.24
id00087,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00087\00002_id00775_yeCUxHgUHxc_faceswap.mp4,25.0,167,224,224,6.68,True,1,16000,6.68
id00088,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00088\00005_id00021_6uNNej-JZ-c_faceswap.mp4,25.0,123,224,224,4.92,True,1,16000,4.92
id00169,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00169\00021_0.mp4,25.0,123,224,224,4.92,True,1,16000,4.92
id00169,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00169\00021_id00179_Ux9OYyipQi8_faceswap.mp4,25.0,124,224,224,4.96,True,1,16000,4.96
id00179,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00179\00143_0.mp4,25.0,133,224,224,5.32,True,1,16000,5.32
id00179,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00179\00143_id00169__V1xAwwG29U_faceswap.mp4,25.0,117,224,224,4.68,True,1,16000,4.68
id00184,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00184\00241_id00087_0ZbOp9FgZf8_faceswap.mp4,25.0,142,224,224,5.68,True,1,16000,5.68
id00243,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00243\00037_id03668_mjurT3_7DpE_faceswap.mp4,25.0,133,224,224,5.32,True,1,16000,5.32
id00264,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00264\00257_0.mp4,25.0,123,224,224,4.92,True,1,16000,4.92
id00264,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00264\00257_1.mp4,25.0,105,224,224,4.2,True,1,16000,4.2
id00264,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00264\00257_2.mp4,25.0,331,224,224,13.24,True,1,16000,13.24
id00264,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00264\00257_3.mp4,25.0,195,224,224,7.8,True,1,16000,7.8
id00345,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00345\00243_0.mp4,25.0,117,224,224,4.68,True,1,16000,4.68
id00345,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00345\00243_id00179_Ux9OYyipQi8_faceswap.mp4,25.0,101,224,224,4.04,True,1,16000,4.04
id00529,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00529\00409_id03678_dsfCxodI9i8_faceswap.mp4,25.0,133,224,224,5.32,True,1,16000,5.32
id00696,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00696\00005_id01124_Lnf2oGSM00s_faceswap.mp4,25.0,125,224,224,5.0,True,1,16000,5.0
id00708,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00708\00043_id00179_Ux9OYyipQi8_faceswap.mp4,25.0,111,224,224,4.44,True,1,16000,4.44
id00775,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00775\00092_0.mp4,25.0,346,224,224,13.84,True,1,16000,13.84
id00775,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00775\00092_id00049_S_EHTUF-mQY_faceswap.mp4,25.0,104,224,224,4.16,True,1,16000,4.16
id00777,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00777\00160_0.mp4,25.0,233,224,224,9.32,True,1,16000,9.32
id00777,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00777\00160_id01105_qxMlGJlyfA8_faceswap.mp4,25.0,269,224,224,10.76,True,1,16000,10.76
id00943,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00943\00304_0.mp4,25.0,167,224,224,6.68,True,1,16000,6.68
id00943,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00943\00304_id00021_6uNNej-JZ-c_faceswap.mp4,25.0,204,224,224,8.16,True,1,16000,8.16
id00945,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00945\00107_0.mp4,25.0,104,224,224,4.16,True,1,16000,4.16
id00945,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00945\00107_id04073_KT7B07WFWyM_faceswap.mp4,25.0,124,224,224,4.96,True,1,16000,4.96
id00971,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00971\00253_id01124_Lnf2oGSM00s_faceswap.mp4,25.0,228,224,224,9.12,True,1,16000,9.12
id01035,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01035\00012_0.mp4,25.0,192,224,224,7.68,True,1,16000,7.68
id01035,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01035\00012_3.mp4,25.0,164,224,224,6.56,True,1,16000,6.56
id01035,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01035\00012_id00052_NK_leX996Yk_faceswap.mp4,25.0,134,224,224,5.36,True,1,16000,5.36
id01042,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01042\00154_id00087_0ZbOp9FgZf8_faceswap.mp4,25.0,112,224,224,4.48,True,1,16000,4.48
id01044,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01044\00336_id01192_kAht8HG7-1s_faceswap.mp4,25.0,268,224,224,10.72,True,1,16000,10.72
id01048,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01048\00160_0.mp4,25.0,119,224,224,4.76,True,1,16000,4.76
id01048,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01048\00160_1.mp4,25.0,105,224,224,4.2,True,1,16000,4.2
id01048,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01048\00160_2.mp4,25.0,331,224,224,13.24,True,1,16000,13.24
id01048,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01048\00160_3.mp4,25.0,195,224,224,7.8,True,1,16000,7.8
id01096,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01096\00037_0.mp4,25.0,213,224,224,8.52,True,1,16000,8.52
id01096,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01096\00037_id00775_yeCUxHgUHxc_faceswap.mp4,25.0,346,224,224,13.84,True,1,16000,13.84
id01105,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01105\00083_0.mp4,25.0,124,224,224,4.96,True,1,16000,4.96
id01105,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01105\00083_id01192_kAht8HG7-1s_faceswap.mp4,25.0,178,224,224,7.12,True,1,16000,7.12
id01124,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01124\00063_id00696_7PrURACjhqU_faceswap.mp4,25.0,327,224,224,13.08,True,1,16000,13.08
id01163,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01163\00195_0.mp4,25.0,195,224,224,7.8,True,1,16000,7.8
id01163,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01163\00195_id00018_sap-FjURHlc_faceswap.mp4,25.0,123,224,224,4.92,True,1,16000,4.92
id01168,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01168\00028_0.mp4,25.0,346,224,224,13.84,True,1,16000,13.84
id01168,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01168\00028_id03757_L-M-XbdFLQM_faceswap.mp4,25.0,128,224,224,5.12,True,1,16000,5.12
id01172,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01172\00015_id01182_zca-PHR_U40_faceswap.mp4,25.0,99,224,224,3.96,True,1,16000,3.96
id01175,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01175\00025_0.mp4,25.0,119,224,224,4.76,True,1,16000,4.76
id01175,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01175\00025_id01182_zca-PHR_U40_faceswap.mp4,25.0,118,224,224,4.72,True,1,16000,4.72
id01182,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01182\00167_0.mp4,25.0,346,224,224,13.84,True,1,16000,13.84
id01182,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01182\00167_1.mp4,25.0,134,224,224,5.36,True,1,16000,5.36
id01182,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01182\00167_2.mp4,25.0,106,224,224,4.24,True,1,16000,4.24
id01182,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01182\00167_3.mp4,25.0,164,224,224,6.56,True,1,16000,6.56
id01182,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01182\00167_id00020_VXYAbbQWyQM_faceswap.mp4,25.0,192,224,224,7.68,True,1,16000,7.68
id01192,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01192\00217_id01105_qxMlGJlyfA8_faceswap.mp4,25.0,153,224,224,6.12,True,1,16000,6.12
id01201,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01201\00028_0.mp4,25.0,306,224,224,12.24,True,1,16000,12.24
id01201,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01201\00028_id00018_sap-FjURHlc_faceswap.mp4,25.0,213,224,224,8.52,True,1,16000,8.52
id01210,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01210\00283_0.mp4,25.0,115,224,224,4.6,True,1,16000,4.6
id01210,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01210\00283_1.mp4,25.0,119,224,224,4.76,True,1,16000,4.76
id01210,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01210\00283_2.mp4,25.0,331,224,224,13.24,True,1,16000,13.24
id01210,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01210\00283_3.mp4,25.0,195,224,224,7.8,True,1,16000,7.8
id01211,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01211\00023_0.mp4,25.0,117,224,224,4.68,True,1,16000,4.68
id01211,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01211\00023_id04219_9llHvP-jYDg_faceswap.mp4,25.0,139,224,224,5.56,True,1,16000,5.56
id01239,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01239\00280_id01210_sMdOO7NqsGY_faceswap.mp4,25.0,162,224,224,6.48,True,1,16000,6.48
id03525,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03525\00048_0.mp4,25.0,192,224,224,7.68,True,1,16000,7.68
id03525,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03525\00048_1.mp4,25.0,134,224,224,5.36,True,1,16000,5.36
id03525,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03525\00048_2.mp4,25.0,106,224,224,4.24,True,1,16000,4.24
id03525,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03525\00048_id04221_5XfsCrxGvj4_faceswap.mp4,25.0,164,224,224,6.56,True,1,16000,6.56
id03668,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03668\00143_id03678_dsfCxodI9i8_faceswap.mp4,25.0,273,224,224,10.92,True,1,16000,10.92
id03678,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03678\00078_0.mp4,25.0,167,224,224,6.68,True,1,16000,6.68
id03678,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03678\00078_id03668_mjurT3_7DpE_faceswap.mp4,25.0,121,224,224,4.84,True,1,16000,4.84
id03757,faceswap,FVRA,1,0,1,Caucasian (American),men,..\datasets\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03757\00149_0.mp4,25.0,192,224,224,7.68,True,1,16000,7.68
